Date,ActualBooking,state_code,forecast_avg_bqfb,State,Division,Model_creation_date
08-02-2021,91,ND,93,North Dakota,Category I,11-10-2023
07-10-2020,93,IN,87,Indiana,Category B,11-10-2023
19-08-2019,70,AK,62,Alaska,Category D,11-10-2023
25-05-2021,54,OH,45,Ohio,Category H,11-10-2023
11-08-2019,20,ME,17,Maine,Category H,11-10-2023
04-10-2021,49,WA,55,Washington,Category B,11-10-2023
08-09-2021,77,NH,75,New Hampshire,Category G,11-10-2023
16-09-2019,27,NC,36,North Carolina,Category D,11-10-2023
22-07-2021,32,KS,41,Kansas,Category J,11-10-2023
28-07-2021,74,ME,81,Maine,Category E,11-10-2023
19-02-2021,94,NY,100,New York,Category C,11-10-2023
07-11-2020,33,ND,27,North Dakota,Category B,11-10-2023
02-10-2021,31,SC,25,South Carolina,Category C,11-10-2023
02-10-2020,29,HI,36,Hawaii,Category G,11-10-2023
12-05-2021,91,NH,93,New Hampshire,Category E,11-10-2023
05-01-2021,17,OH,10,Ohio,Category B,11-10-2023
26-01-2020,51,VT,55,Vermont,Category G,11-10-2023
19-11-2019,52,ID,43,Idaho,Category F,11-10-2023
24-03-2019,71,WI,75,Wisconsin,Category I,11-10-2023
23-01-2021,57,UT,59,Utah,Category B,11-10-2023
21-07-2019,49,SC,41,South Carolina,Category J,11-10-2023
26-01-2020,44,AK,40,Alaska,Category H,11-10-2023
07-11-2021,14,FL,5,Florida,Category A,11-10-2023
06-01-2021,85,UT,92,Utah,Category B,11-10-2023
02-05-2020,72,OH,76,Ohio,Category G,11-10-2023
20-07-2021,87,AR,81,Arkansas,Category G,11-10-2023
16-01-2021,81,NE,86,Nebraska,Category F,11-10-2023
21-02-2019,33,OR,26,Oregon,Category G,11-10-2023
10-06-2019,1,ME,0,Maine,Category J,11-10-2023
04-09-2021,74,OK,71,Oklahoma,Category I,11-10-2023
11-01-2021,92,ME,94,Maine,Category I,11-10-2023
06-04-2020,32,NV,28,Nevada,Category I,11-10-2023
27-05-2019,20,SD,26,South Dakota,Category B,11-10-2023
24-02-2021,48,LA,39,Louisiana,Category F,11-10-2023
29-01-2019,28,OH,24,Ohio,Category J,11-10-2023
02-02-2019,53,IL,55,Illinois,Category H,11-10-2023
26-08-2020,77,NV,69,Nevada,Category A,11-10-2023
11-08-2021,84,HI,91,Hawaii,Category I,11-10-2023
29-03-2020,51,GA,47,Georgia,Category E,11-10-2023
25-07-2020,41,VA,35,Virginia,Category F,11-10-2023
28-05-2019,14,ND,23,North Dakota,Category C,11-10-2023
19-05-2019,63,NH,68,New Hampshire,Category D,11-10-2023
03-01-2019,82,VA,77,Virginia,Category C,11-10-2023
10-03-2019,53,KS,43,Kansas,Category D,11-10-2023
03-10-2020,7,CA,4,California,Category F,11-10-2023
22-03-2019,43,VA,48,Virginia,Category C,11-10-2023
16-05-2021,48,AK,41,Alaska,Category G,11-10-2023
15-07-2021,7,NC,16,North Carolina,Category C,11-10-2023
04-08-2019,92,KY,99,Kentucky,Category C,11-10-2023
11-01-2019,70,MN,70,Minnesota,Category J,11-10-2023
30-01-2021,59,CA,59,California,Category J,11-10-2023
23-07-2020,20,KS,19,Kansas,Category B,11-10-2023
18-04-2019,13,PA,22,Pennsylvania,Category G,11-10-2023
26-12-2020,82,WY,92,Wyoming,Category A,11-10-2023
04-11-2021,91,MA,94,Massachusetts,Category A,11-10-2023
28-06-2020,12,WI,13,Wisconsin,Category D,11-10-2023
05-06-2019,29,UT,28,Utah,Category C,11-10-2023
14-02-2020,59,ME,57,Maine,Category J,11-10-2023
06-02-2019,98,ID,94,Idaho,Category C,11-10-2023
04-03-2021,28,DE,19,Delaware,Category A,11-10-2023
16-07-2019,31,MA,25,Massachusetts,Category E,11-10-2023
18-08-2019,70,HI,63,Hawaii,Category H,11-10-2023
29-09-2020,6,OK,9,Oklahoma,Category G,11-10-2023
08-12-2020,40,DE,47,Delaware,Category E,11-10-2023
27-08-2021,57,HI,62,Hawaii,Category C,11-10-2023
18-01-2019,29,ME,26,Maine,Category I,11-10-2023
26-11-2020,7,VA,15,Virginia,Category D,11-10-2023
04-04-2021,23,TN,17,Tennessee,Category C,11-10-2023
23-11-2019,75,WI,70,Wisconsin,Category G,11-10-2023
19-11-2021,97,CO,96,Colorado,Category C,11-10-2023
03-12-2020,17,DE,17,Delaware,Category E,11-10-2023
18-06-2020,8,CA,10,California,Category G,11-10-2023
29-08-2020,83,MS,92,Mississippi,Category A,11-10-2023
09-08-2021,84,RI,88,Rhode Island,Category F,11-10-2023
05-11-2020,99,VT,93,Vermont,Category J,11-10-2023
19-07-2021,76,KS,81,Kansas,Category A,11-10-2023
17-02-2019,16,CO,17,Colorado,Category D,11-10-2023
23-12-2020,81,VT,73,Vermont,Category A,11-10-2023
07-01-2021,26,OK,19,Oklahoma,Category B,11-10-2023
22-09-2021,93,OR,102,Oregon,Category A,11-10-2023
12-10-2021,32,WI,22,Wisconsin,Category I,11-10-2023
14-12-2020,94,IN,95,Indiana,Category H,11-10-2023
09-01-2020,30,SD,36,South Dakota,Category J,11-10-2023
23-11-2021,38,PA,32,Pennsylvania,Category I,11-10-2023
22-03-2021,30,IL,21,Illinois,Category E,11-10-2023
15-08-2019,60,WI,55,Wisconsin,Category D,11-10-2023
13-04-2021,3,AK,1,Alaska,Category C,11-10-2023
15-07-2021,14,NJ,20,New Jersey,Category A,11-10-2023
05-01-2020,83,IL,81,Illinois,Category A,11-10-2023
27-12-2020,4,UT,14,Utah,Category J,11-10-2023
05-10-2019,1,IN,8,Indiana,Category H,11-10-2023
16-10-2020,94,WI,100,Wisconsin,Category B,11-10-2023
10-07-2019,100,AL,99,Alabama,Category C,11-10-2023
10-03-2019,24,AL,24,Alabama,Category A,11-10-2023
07-11-2020,42,LA,34,Louisiana,Category J,11-10-2023
14-11-2019,85,MD,85,Maryland,Category F,11-10-2023
20-02-2021,14,HI,12,Hawaii,Category G,11-10-2023
30-12-2020,34,NM,41,New Mexico,Category C,11-10-2023
27-10-2021,38,ID,34,Idaho,Category I,11-10-2023
19-07-2021,79,WY,79,Wyoming,Category A,11-10-2023
22-10-2020,22,WI,24,Wisconsin,Category A,11-10-2023
14-11-2020,26,UT,27,Utah,Category E,11-10-2023
30-06-2021,41,WA,38,Washington,Category A,11-10-2023
13-01-2020,88,WI,97,Wisconsin,Category G,11-10-2023
05-03-2021,67,MN,77,Minnesota,Category G,11-10-2023
23-12-2021,79,NV,70,Nevada,Category B,11-10-2023
21-12-2020,31,MT,34,Montana,Category D,11-10-2023
07-02-2020,67,WY,65,Wyoming,Category H,11-10-2023
12-05-2019,90,GA,84,Georgia,Category D,11-10-2023
22-11-2020,60,AZ,65,Arizona,Category C,11-10-2023
13-03-2020,72,MA,68,Massachusetts,Category D,11-10-2023
28-01-2021,80,VA,85,Virginia,Category J,11-10-2023
20-10-2019,77,MS,67,Mississippi,Category H,11-10-2023
07-03-2019,42,MI,52,Michigan,Category I,11-10-2023
03-05-2021,64,CO,65,Colorado,Category F,11-10-2023
20-08-2021,10,MA,6,Massachusetts,Category I,11-10-2023
07-02-2021,67,TN,60,Tennessee,Category B,11-10-2023
01-06-2020,72,CO,79,Colorado,Category E,11-10-2023
13-04-2019,14,IA,23,Iowa,Category D,11-10-2023
25-07-2019,55,RI,57,Rhode Island,Category J,11-10-2023
13-02-2019,30,MI,36,Michigan,Category G,11-10-2023
17-10-2019,61,VT,52,Vermont,Category I,11-10-2023
12-01-2019,96,PA,103,Pennsylvania,Category J,11-10-2023
22-04-2021,57,NC,52,North Carolina,Category E,11-10-2023
17-03-2019,20,CT,17,Connecticut,Category I,11-10-2023
27-10-2020,23,NM,30,New Mexico,Category A,11-10-2023
31-07-2019,79,FL,89,Florida,Category J,11-10-2023
02-05-2021,66,OH,58,Ohio,Category H,11-10-2023
05-05-2021,31,WY,27,Wyoming,Category I,11-10-2023
16-03-2019,56,NE,64,Nebraska,Category A,11-10-2023
28-10-2021,5,AK,0,Alaska,Category E,11-10-2023
02-03-2021,35,AZ,35,Arizona,Category I,11-10-2023
19-02-2019,51,CO,53,Colorado,Category I,11-10-2023
09-08-2020,44,VT,40,Vermont,Category D,11-10-2023
24-02-2019,8,MD,11,Maryland,Category E,11-10-2023
08-10-2021,80,ID,77,Idaho,Category H,11-10-2023
10-09-2020,98,PA,95,Pennsylvania,Category C,11-10-2023
12-11-2020,12,UT,4,Utah,Category D,11-10-2023
26-05-2021,16,CT,23,Connecticut,Category A,11-10-2023
01-01-2020,57,CA,58,California,Category C,11-10-2023
15-12-2021,52,IN,45,Indiana,Category G,11-10-2023
16-07-2021,95,NY,87,New York,Category H,11-10-2023
05-08-2021,77,SC,76,South Carolina,Category I,11-10-2023
08-01-2020,28,NE,20,Nebraska,Category G,11-10-2023
08-12-2020,35,KS,43,Kansas,Category G,11-10-2023
14-03-2021,34,WV,39,West Virginia,Category H,11-10-2023
05-10-2021,81,WA,85,Washington,Category B,11-10-2023
23-12-2019,72,PA,67,Pennsylvania,Category D,11-10-2023
12-09-2021,20,NJ,24,New Jersey,Category G,11-10-2023
28-09-2021,23,PA,32,Pennsylvania,Category E,11-10-2023
05-12-2021,20,MA,21,Massachusetts,Category G,11-10-2023
19-02-2021,45,LA,35,Louisiana,Category E,11-10-2023
27-07-2019,92,AZ,89,Arizona,Category G,11-10-2023
06-02-2021,98,HI,104,Hawaii,Category I,11-10-2023
02-05-2021,73,MS,63,Mississippi,Category F,11-10-2023
10-01-2021,48,AR,49,Arkansas,Category G,11-10-2023
03-03-2019,43,KS,37,Kansas,Category H,11-10-2023
05-02-2020,23,NY,28,New York,Category F,11-10-2023
24-04-2019,36,IA,26,Iowa,Category E,11-10-2023
15-09-2019,60,TX,63,Texas,Category D,11-10-2023
09-10-2021,57,MN,67,Minnesota,Category F,11-10-2023
26-12-2019,82,OK,77,Oklahoma,Category D,11-10-2023
20-06-2019,51,FL,41,Florida,Category F,11-10-2023
19-02-2020,22,ME,21,Maine,Category B,11-10-2023
15-04-2021,73,NV,73,Nevada,Category A,11-10-2023
30-05-2020,86,IN,91,Indiana,Category D,11-10-2023
21-04-2019,35,AL,26,Alabama,Category I,11-10-2023
08-04-2020,87,HI,77,Hawaii,Category H,11-10-2023
06-02-2019,59,MA,54,Massachusetts,Category E,11-10-2023
21-03-2019,31,UT,40,Utah,Category I,11-10-2023
17-09-2019,58,NC,50,North Carolina,Category D,11-10-2023
23-03-2019,81,NH,74,New Hampshire,Category H,11-10-2023
25-03-2021,89,AK,83,Alaska,Category I,11-10-2023
03-07-2019,61,CA,64,California,Category J,11-10-2023
04-04-2020,47,NJ,40,New Jersey,Category F,11-10-2023
27-07-2020,25,AR,17,Arkansas,Category A,11-10-2023
03-12-2021,90,VT,83,Vermont,Category J,11-10-2023
04-06-2020,85,WA,86,Washington,Category A,11-10-2023
17-04-2019,7,CO,4,Colorado,Category A,11-10-2023
06-10-2019,77,CO,82,Colorado,Category A,11-10-2023
24-03-2019,51,AK,54,Alaska,Category H,11-10-2023
13-07-2020,10,DE,5,Delaware,Category E,11-10-2023
12-02-2019,14,UT,15,Utah,Category J,11-10-2023
28-01-2021,38,OH,30,Ohio,Category J,11-10-2023
01-01-2020,71,IN,66,Indiana,Category F,11-10-2023
07-08-2021,49,KY,44,Kentucky,Category H,11-10-2023
02-06-2021,85,AR,75,Arkansas,Category B,11-10-2023
20-04-2020,50,PA,59,Pennsylvania,Category J,11-10-2023
03-09-2020,21,IL,15,Illinois,Category C,11-10-2023
15-07-2021,21,AK,25,Alaska,Category G,11-10-2023
16-03-2021,90,KY,92,Kentucky,Category E,11-10-2023
15-01-2020,48,SC,38,South Carolina,Category D,11-10-2023
06-02-2020,72,NJ,79,New Jersey,Category H,11-10-2023
05-02-2021,92,SD,92,South Dakota,Category H,11-10-2023
09-01-2020,2,HI,6,Hawaii,Category E,11-10-2023
27-05-2021,83,FL,82,Florida,Category E,11-10-2023
29-04-2019,54,SC,60,South Carolina,Category A,11-10-2023
25-01-2020,25,MS,20,Mississippi,Category E,11-10-2023
25-07-2019,98,VT,102,Vermont,Category B,11-10-2023
17-01-2019,31,MO,24,Missouri,Category J,11-10-2023
25-12-2020,41,IL,31,Illinois,Category C,11-10-2023
20-09-2019,61,KY,63,Kentucky,Category J,11-10-2023
21-05-2019,18,DE,15,Delaware,Category G,11-10-2023
04-07-2019,86,CA,94,California,Category D,11-10-2023
15-10-2019,1,KS,7,Kansas,Category G,11-10-2023
20-06-2019,62,NE,56,Nebraska,Category E,11-10-2023
16-06-2020,43,ND,41,North Dakota,Category D,11-10-2023
23-10-2020,68,NV,70,Nevada,Category G,11-10-2023
27-08-2020,16,WI,6,Wisconsin,Category B,11-10-2023
06-01-2021,65,MI,72,Michigan,Category A,11-10-2023
20-04-2020,73,HI,71,Hawaii,Category F,11-10-2023
04-08-2019,44,LA,45,Louisiana,Category E,11-10-2023
06-07-2021,16,MN,21,Minnesota,Category I,11-10-2023
21-01-2020,19,IL,24,Illinois,Category F,11-10-2023
12-11-2020,37,WA,33,Washington,Category E,11-10-2023
11-10-2020,99,OK,103,Oklahoma,Category H,11-10-2023
15-02-2019,22,OH,28,Ohio,Category D,11-10-2023
02-08-2020,91,MT,100,Montana,Category I,11-10-2023
07-06-2021,19,RI,12,Rhode Island,Category J,11-10-2023
05-01-2021,51,OR,61,Oregon,Category H,11-10-2023
23-06-2019,18,AK,16,Alaska,Category E,11-10-2023
07-01-2021,38,TX,48,Texas,Category G,11-10-2023
12-01-2021,77,PA,74,Pennsylvania,Category F,11-10-2023
04-07-2020,93,ND,95,North Dakota,Category H,11-10-2023
25-06-2020,18,VA,20,Virginia,Category H,11-10-2023
24-09-2019,72,UT,66,Utah,Category C,11-10-2023
14-12-2021,88,CT,86,Connecticut,Category F,11-10-2023
09-08-2021,80,AR,70,Arkansas,Category F,11-10-2023
08-04-2019,27,MA,32,Massachusetts,Category C,11-10-2023
25-10-2020,12,NM,9,New Mexico,Category A,11-10-2023
19-10-2020,75,MS,77,Mississippi,Category B,11-10-2023
18-06-2021,65,RI,69,Rhode Island,Category D,11-10-2023
03-01-2019,13,CT,17,Connecticut,Category A,11-10-2023
02-11-2020,96,AZ,93,Arizona,Category J,11-10-2023
13-05-2021,37,OR,38,Oregon,Category G,11-10-2023
08-02-2021,65,NJ,75,New Jersey,Category A,11-10-2023
09-03-2021,13,NM,12,New Mexico,Category D,11-10-2023
24-04-2019,3,NV,0,Nevada,Category B,11-10-2023
30-12-2021,63,NM,54,New Mexico,Category H,11-10-2023
24-04-2021,7,NJ,10,New Jersey,Category D,11-10-2023
23-04-2020,8,IA,15,Iowa,Category J,11-10-2023
27-06-2021,71,WI,64,Wisconsin,Category A,11-10-2023
29-11-2019,3,TN,0,Tennessee,Category F,11-10-2023
09-01-2021,83,MA,76,Massachusetts,Category A,11-10-2023
02-12-2019,28,CO,24,Colorado,Category J,11-10-2023
21-11-2021,38,AL,40,Alabama,Category B,11-10-2023
15-12-2019,33,MD,30,Maryland,Category J,11-10-2023
14-12-2020,35,NY,34,New York,Category I,11-10-2023
04-05-2020,90,MI,92,Michigan,Category B,11-10-2023
09-03-2020,8,NV,2,Nevada,Category I,11-10-2023
11-04-2019,57,ME,47,Maine,Category C,11-10-2023
18-03-2019,89,WV,95,West Virginia,Category J,11-10-2023
11-07-2021,58,CA,58,California,Category D,11-10-2023
09-06-2020,98,MS,107,Mississippi,Category D,11-10-2023
12-04-2020,84,MT,91,Montana,Category J,11-10-2023
15-12-2021,1,MD,9,Maryland,Category B,11-10-2023
13-06-2019,90,MS,85,Mississippi,Category A,11-10-2023
02-12-2021,13,SC,19,South Carolina,Category E,11-10-2023
08-12-2021,94,HI,98,Hawaii,Category E,11-10-2023
28-09-2021,45,SD,44,South Dakota,Category C,11-10-2023
01-07-2021,74,TX,79,Texas,Category A,11-10-2023
09-02-2020,93,NJ,89,New Jersey,Category G,11-10-2023
29-06-2021,81,WI,72,Wisconsin,Category G,11-10-2023
21-11-2019,5,AR,10,Arkansas,Category E,11-10-2023
25-11-2019,66,OH,64,Ohio,Category J,11-10-2023
01-03-2019,78,RI,85,Rhode Island,Category D,11-10-2023
21-10-2020,1,DE,0,Delaware,Category G,11-10-2023
23-04-2021,38,MS,35,Mississippi,Category H,11-10-2023
05-04-2020,95,IL,100,Illinois,Category B,11-10-2023
01-09-2019,93,WI,95,Wisconsin,Category H,11-10-2023
12-07-2020,29,WI,25,Wisconsin,Category E,11-10-2023
02-06-2021,77,MD,81,Maryland,Category H,11-10-2023
16-03-2020,33,IN,42,Indiana,Category E,11-10-2023
17-03-2020,79,ID,81,Idaho,Category G,11-10-2023
12-05-2020,96,HI,94,Hawaii,Category A,11-10-2023
22-05-2021,49,MO,53,Missouri,Category E,11-10-2023
07-07-2019,88,AL,80,Alabama,Category E,11-10-2023
02-04-2021,7,OK,17,Oklahoma,Category A,11-10-2023
20-05-2020,22,OK,30,Oklahoma,Category A,11-10-2023
27-05-2021,39,VT,33,Vermont,Category J,11-10-2023
02-02-2019,1,NY,4,New York,Category G,11-10-2023
23-06-2019,41,SC,45,South Carolina,Category B,11-10-2023
23-07-2019,30,VA,35,Virginia,Category J,11-10-2023
10-01-2021,97,CO,90,Colorado,Category D,11-10-2023
03-06-2021,36,AZ,46,Arizona,Category G,11-10-2023
12-11-2021,35,HI,33,Hawaii,Category G,11-10-2023
23-12-2020,88,NE,87,Nebraska,Category G,11-10-2023
28-04-2019,63,MO,61,Missouri,Category E,11-10-2023
26-11-2019,59,NC,52,North Carolina,Category E,11-10-2023
27-03-2020,2,SD,0,South Dakota,Category C,11-10-2023
11-09-2019,47,DE,47,Delaware,Category C,11-10-2023
17-08-2019,91,ME,86,Maine,Category E,11-10-2023
16-10-2021,11,GA,5,Georgia,Category F,11-10-2023
01-04-2020,57,TX,52,Texas,Category B,11-10-2023
23-04-2021,77,NC,70,North Carolina,Category B,11-10-2023
14-07-2020,34,LA,30,Louisiana,Category A,11-10-2023
09-07-2019,7,TN,14,Tennessee,Category J,11-10-2023
27-02-2021,58,PA,57,Pennsylvania,Category I,11-10-2023
06-05-2020,11,WY,12,Wyoming,Category E,11-10-2023
28-05-2021,68,GA,68,Georgia,Category C,11-10-2023
03-07-2021,99,WA,108,Washington,Category H,11-10-2023
03-06-2020,67,TX,72,Texas,Category D,11-10-2023
01-01-2021,86,OK,96,Oklahoma,Category J,11-10-2023
11-04-2021,78,NV,78,Nevada,Category D,11-10-2023
18-04-2019,62,NY,54,New York,Category J,11-10-2023
28-02-2021,36,OK,32,Oklahoma,Category I,11-10-2023
13-12-2021,37,PA,34,Pennsylvania,Category A,11-10-2023
30-08-2020,99,FL,94,Florida,Category C,11-10-2023
12-05-2020,46,NJ,47,New Jersey,Category G,11-10-2023
04-08-2020,37,NM,37,New Mexico,Category H,11-10-2023
06-09-2019,46,CA,54,California,Category A,11-10-2023
03-04-2019,78,KS,80,Kansas,Category E,11-10-2023
12-03-2019,2,NV,12,Nevada,Category I,11-10-2023
01-04-2021,2,RI,6,Rhode Island,Category I,11-10-2023
07-12-2019,57,CT,55,Connecticut,Category B,11-10-2023
16-08-2020,89,NE,83,Nebraska,Category G,11-10-2023
12-02-2021,45,NC,44,North Carolina,Category I,11-10-2023
04-07-2021,35,TX,29,Texas,Category B,11-10-2023
14-01-2020,53,OH,59,Ohio,Category I,11-10-2023
16-12-2020,53,ME,51,Maine,Category J,11-10-2023
13-11-2019,42,MI,39,Michigan,Category I,11-10-2023
05-12-2019,78,OH,79,Ohio,Category B,11-10-2023
22-07-2019,10,VT,12,Vermont,Category A,11-10-2023
20-04-2020,40,TX,36,Texas,Category J,11-10-2023
27-07-2020,79,OK,87,Oklahoma,Category A,11-10-2023
23-08-2021,5,NE,8,Nebraska,Category E,11-10-2023
27-11-2021,71,KS,68,Kansas,Category H,11-10-2023
08-11-2021,44,CA,40,California,Category E,11-10-2023
23-07-2020,84,AR,74,Arkansas,Category G,11-10-2023
06-11-2020,76,WV,66,West Virginia,Category E,11-10-2023
12-12-2019,11,VA,4,Virginia,Category A,11-10-2023
21-03-2020,16,AZ,14,Arizona,Category E,11-10-2023
05-10-2021,47,WI,55,Wisconsin,Category A,11-10-2023
15-01-2019,47,NC,42,North Carolina,Category E,11-10-2023
31-07-2021,7,ID,0,Idaho,Category J,11-10-2023
15-07-2019,24,LA,30,Louisiana,Category B,11-10-2023
22-09-2019,14,MO,15,Missouri,Category F,11-10-2023
28-08-2020,6,ID,6,Idaho,Category G,11-10-2023
04-02-2019,2,MT,0,Montana,Category C,11-10-2023
21-01-2021,97,ID,87,Idaho,Category C,11-10-2023
04-11-2021,22,OK,12,Oklahoma,Category A,11-10-2023
24-11-2021,38,SD,39,South Dakota,Category C,11-10-2023
09-03-2020,15,KY,14,Kentucky,Category G,11-10-2023
27-12-2020,28,UT,37,Utah,Category B,11-10-2023
14-07-2019,84,SC,78,South Carolina,Category F,11-10-2023
09-11-2020,5,TX,7,Texas,Category D,11-10-2023
04-07-2020,27,MO,19,Missouri,Category I,11-10-2023
23-05-2019,88,CO,85,Colorado,Category D,11-10-2023
11-08-2019,16,RI,22,Rhode Island,Category I,11-10-2023
30-09-2019,94,FL,88,Florida,Category G,11-10-2023
12-07-2020,20,AL,25,Alabama,Category E,11-10-2023
13-06-2020,95,AZ,93,Arizona,Category J,11-10-2023
31-12-2019,85,IL,83,Illinois,Category C,11-10-2023
12-12-2019,67,VT,57,Vermont,Category J,11-10-2023
09-02-2019,98,WY,95,Wyoming,Category E,11-10-2023
05-01-2020,95,NE,105,Nebraska,Category D,11-10-2023
02-04-2021,46,MN,48,Minnesota,Category E,11-10-2023
03-04-2021,91,NM,98,New Mexico,Category G,11-10-2023
13-07-2019,86,OH,79,Ohio,Category H,11-10-2023
05-02-2019,5,AK,1,Alaska,Category J,11-10-2023
31-07-2021,92,MI,99,Michigan,Category D,11-10-2023
10-03-2019,12,MO,11,Missouri,Category A,11-10-2023
30-10-2020,30,VT,30,Vermont,Category D,11-10-2023
18-01-2019,95,IN,96,Indiana,Category A,11-10-2023
30-05-2021,46,NJ,55,New Jersey,Category B,11-10-2023
30-12-2021,58,SD,50,South Dakota,Category J,11-10-2023
02-11-2019,97,WY,102,Wyoming,Category E,11-10-2023
30-06-2021,66,AR,76,Arkansas,Category J,11-10-2023
03-03-2021,2,DE,6,Delaware,Category B,11-10-2023
10-08-2020,86,MI,88,Michigan,Category G,11-10-2023
09-08-2019,91,UT,85,Utah,Category F,11-10-2023
27-06-2020,11,AK,18,Alaska,Category F,11-10-2023
16-05-2021,24,SC,25,South Carolina,Category I,11-10-2023
11-08-2020,62,CA,67,California,Category I,11-10-2023
10-09-2019,56,HI,51,Hawaii,Category G,11-10-2023
06-01-2021,56,WY,62,Wyoming,Category A,11-10-2023
11-02-2020,12,NH,6,New Hampshire,Category J,11-10-2023
20-09-2019,65,MI,56,Michigan,Category E,11-10-2023
24-03-2019,86,OH,92,Ohio,Category C,11-10-2023
15-03-2020,93,PA,88,Pennsylvania,Category G,11-10-2023
15-09-2020,7,AK,7,Alaska,Category H,11-10-2023
07-02-2020,93,DE,86,Delaware,Category E,11-10-2023
07-06-2020,14,MD,14,Maryland,Category I,11-10-2023
20-08-2020,46,SD,51,South Dakota,Category D,11-10-2023
10-06-2020,60,RI,58,Rhode Island,Category H,11-10-2023
11-10-2020,59,AL,65,Alabama,Category J,11-10-2023
12-05-2019,79,SC,84,South Carolina,Category G,11-10-2023
12-04-2021,98,RI,106,Rhode Island,Category B,11-10-2023
24-04-2020,83,MN,88,Minnesota,Category J,11-10-2023
20-04-2020,5,KY,5,Kentucky,Category D,11-10-2023
24-10-2021,49,AZ,44,Arizona,Category D,11-10-2023
05-11-2020,34,WI,31,Wisconsin,Category E,11-10-2023
14-12-2020,94,NJ,85,New Jersey,Category H,11-10-2023
05-11-2019,96,UT,99,Utah,Category H,11-10-2023
30-06-2020,9,KS,7,Kansas,Category E,11-10-2023
18-03-2020,95,LA,103,Louisiana,Category D,11-10-2023
02-04-2019,61,MO,61,Missouri,Category A,11-10-2023
07-10-2019,19,MA,27,Massachusetts,Category C,11-10-2023
22-03-2021,52,AK,43,Alaska,Category J,11-10-2023
14-01-2020,4,MI,0,Michigan,Category F,11-10-2023
12-01-2021,38,CO,28,Colorado,Category G,11-10-2023
08-02-2021,32,MS,37,Mississippi,Category H,11-10-2023
19-08-2019,53,NH,54,New Hampshire,Category J,11-10-2023
24-08-2019,68,UT,77,Utah,Category F,11-10-2023
02-07-2019,1,CT,4,Connecticut,Category A,11-10-2023
08-02-2021,64,NY,68,New York,Category C,11-10-2023
09-09-2021,3,HI,7,Hawaii,Category G,11-10-2023
04-01-2021,23,PA,29,Pennsylvania,Category I,11-10-2023
13-03-2021,26,MI,30,Michigan,Category E,11-10-2023
06-06-2021,21,KY,21,Kentucky,Category I,11-10-2023
12-03-2020,61,HI,51,Hawaii,Category J,11-10-2023
15-04-2020,31,MT,33,Montana,Category C,11-10-2023
29-05-2019,12,SC,11,South Carolina,Category C,11-10-2023
20-09-2019,76,CT,79,Connecticut,Category E,11-10-2023
09-09-2019,60,WV,66,West Virginia,Category A,11-10-2023
02-10-2021,59,MO,58,Missouri,Category B,11-10-2023
14-04-2019,57,NM,49,New Mexico,Category J,11-10-2023
24-05-2021,83,VT,81,Vermont,Category C,11-10-2023
23-02-2021,19,AR,29,Arkansas,Category F,11-10-2023
12-12-2020,46,CA,47,California,Category I,11-10-2023
14-12-2021,72,NE,82,Nebraska,Category J,11-10-2023
20-09-2020,79,MA,71,Massachusetts,Category G,11-10-2023
24-02-2019,47,GA,51,Georgia,Category I,11-10-2023
21-12-2021,12,RI,4,Rhode Island,Category D,11-10-2023
20-01-2021,81,ME,75,Maine,Category J,11-10-2023
22-05-2021,44,RI,35,Rhode Island,Category I,11-10-2023
05-03-2019,46,UT,47,Utah,Category H,11-10-2023
21-11-2021,91,NE,89,Nebraska,Category B,11-10-2023
16-11-2020,32,CA,36,California,Category J,11-10-2023
04-08-2019,26,MT,34,Montana,Category D,11-10-2023
17-08-2020,46,HI,50,Hawaii,Category D,11-10-2023
15-03-2019,72,ID,62,Idaho,Category E,11-10-2023
13-09-2021,96,ID,104,Idaho,Category F,11-10-2023
04-05-2020,74,WI,83,Wisconsin,Category C,11-10-2023
05-01-2020,53,GA,50,Georgia,Category H,11-10-2023
09-04-2019,37,ID,40,Idaho,Category H,11-10-2023
07-06-2021,9,RI,7,Rhode Island,Category F,11-10-2023
21-12-2019,86,FL,93,Florida,Category G,11-10-2023
06-06-2019,100,PA,95,Pennsylvania,Category J,11-10-2023
01-07-2019,38,KY,40,Kentucky,Category G,11-10-2023
26-01-2019,8,WV,4,West Virginia,Category B,11-10-2023
04-07-2021,80,NC,77,North Carolina,Category B,11-10-2023
09-08-2020,45,WA,39,Washington,Category G,11-10-2023
17-10-2021,9,PA,0,Pennsylvania,Category C,11-10-2023
22-05-2020,26,NH,36,New Hampshire,Category G,11-10-2023
17-05-2020,61,WI,52,Wisconsin,Category I,11-10-2023
25-07-2020,34,MT,24,Montana,Category B,11-10-2023
30-08-2021,31,LA,41,Louisiana,Category B,11-10-2023
15-11-2020,32,TN,23,Tennessee,Category J,11-10-2023
27-02-2021,50,CT,58,Connecticut,Category B,11-10-2023
08-04-2020,84,ND,88,North Dakota,Category F,11-10-2023
04-04-2020,97,CA,92,California,Category J,11-10-2023
15-03-2020,64,MA,54,Massachusetts,Category E,11-10-2023
25-03-2019,79,UT,78,Utah,Category A,11-10-2023
17-04-2020,9,NC,5,North Carolina,Category A,11-10-2023
05-11-2020,21,NY,20,New York,Category A,11-10-2023
15-02-2020,61,TN,70,Tennessee,Category G,11-10-2023
04-01-2019,42,ME,40,Maine,Category E,11-10-2023
